link,name,price,condition,explanation,source,original_explanation,preprocessed_explanation,battery_percentage,battery_status,battery_replaced,storage,ram,has_box,has_charger,has_cable,has_earphones,accessories_complete,is_sim_free,sim_lock_status,network_restriction,has_scratches,screen_condition,body_condition,camera_condition,has_damage,face_id_working,touch_id_working,fully_functional,has_issues
https://buyee.jp/mercari/item/m74719137981,iPhone 13 mini純正電池97% SIMフリー美品(ケースフィルム付),"59,800 yen",No obvious damages/dirt,"iPhone 13 mini純正電池97% SIMフリー美品(ケースフィルム付) ミッドナイト iPhone 13 Mini 購入は昨年で、Apple認定整備済製品ストアで購入しましたが、実際の使用期間は数か月ほどです。 画面本体に傷はなく、装着しているガラスフィルムにも目立つ傷は見当たりません（必要であれば、画面とカメラレンズのフィルムはご自身で取り外してください）。 TORRASのスマホケースも良好な状態でお付けします（不要であれば取り外してください）。 バッテリーは昨日初期化する前の段階で**純正の最大容量97%**でした。初期化後に96%へ下がっている可能性はありますが、確認ができないだけで下がっていない可能性の方が高いです。 ストレージ容量は128GBです。 Lightning-USB-Cケーブルと、Apple認定整備済製品の元箱をお付けします。 付属のケース・画面保護フィルム・カメラレンズフィルムは良好な状態ですが、本体はそれ以上にとても綺麗な状態です。購入後ずっとケースと保護フィルムを付けて使用していたため、本体自体は非常に綺麗で使用感もほとんどありません。 こちらはあくまで私個人の印象です。 掲載している写真は、画面用・カメラレンズ用の保護フィルムを付けたまま撮影しています。 よろしくお願いいたします。 千葉県から発送します。 機能不良···なし シリーズ···iPhone 機種名···iPhone 13 mini スマートフォン カラー···ミッドナイト 容量···128GB 購入したキャリア···SIMフリー 付属品···充電ケーブル,説明書,箱 バッテリー最大容量···95~99% 画面割れ···なし",mercari,"iPhone 13 mini純正電池97% SIMフリー美品(ケースフィルム付) ミッドナイト iPhone 13 Mini 購入は昨年で、Apple認定整備済製品ストアで購入しましたが、実際の使用期間は数か月ほどです。 画面本体に傷はなく、装着しているガラスフィルムにも目立つ傷は見当たりません（必要であれば、画面とカメラレンズのフィルムはご自身で取り外してください）。 TORRASのスマホケースも良好な状態でお付けします（不要であれば取り外してください）。 バッテリーは昨日初期化する前の段階で**純正の最大容量97%**でした。初期化後に96%へ下がっている可能性はありますが、確認ができないだけで下がっていない可能性の方が高いです。 ストレージ容量は128GBです。 Lightning-USB-Cケーブルと、Apple認定整備済製品の元箱をお付けします。 付属のケース・画面保護フィルム・カメラレンズフィルムは良好な状態ですが、本体はそれ以上にとても綺麗な状態です。購入後ずっとケースと保護フィルムを付けて使用していたため、本体自体は非常に綺麗で使用感もほとんどありません。 こちらはあくまで私個人の印象です。 掲載している写真は、画面用・カメラレンズ用の保護フィルムを付けたまま撮影しています。 よろしくお願いいたします。 千葉県から発送します。 機能不良···なし シリーズ···iPhone 機種名···iPhone 13 mini スマートフォン カラー···ミッドナイト 容量···128GB 購入したキャリア···SIMフリー 付属品···充電ケーブル,説明書,箱 バッテリー最大容量···95~99% 画面割れ···なし","iPhone 13 mini純正電池97% SIMフリー美品(ケースフィルム付) ミッドナイト iPhone 13 Mini 購入は昨年で、Apple認定整備済製品ストアで購入しましたが、実際の使用期間は数か月ほどです。 画面本体に傷はなく、装着しているガラスフィルムにも目立つ傷は見当たりません(必要であれば、画面とカメラレンズのフィルムはご自身で取り外してください)。 TORRASのスマホケースも良好な状態でお付けします(不要であれば取り外してください)。 バッテリーは昨日初期化する前の段階で**純正の最大容量97%**でした。初期化後に96%へ下がっている可能性はありますが、確認ができないだけで下がっていない可能性の方が高いです。 ストレージ容量は128GBです。 Lightning-USB-Cケーブルと、Apple認定整備済製品の元箱をお付けします。 付属のケース・画面保護フィルム・カメラレンズフィルムは良好な状態ですが、本体はそれ以上にとても綺麗な状態です。購入後ずっとケースと保護フィルムを付けて使用していたため、本体自体は非常に綺麗で使用感もほとんどありません。 こちらはあくまで私個人の印象です。 掲載している写真は、画面用・カメラレンズ用の保護フィルムを付けたまま撮影しています。 よろしくお願いいたします。 千葉県から発送します。 機能不良···なし シリーズ···iPhone 機種名···iPhone 13 mini スマートフォン カラー···ミッドナイト 容量···128GB 購入したキャリア···SIMフリー 付属品···充電ケーブル,説明書,箱 バッテリー最大容量···95~99% 画面割れ···なし",97.0,good,False,128GB,,True,False,True,False,True,True,unlocked,,True,clean,excellent,,False,,,False,False
https://buyee.jp/mercari/item/m27281358992,iPhone 12 Pro 256GB シルバー SIMフリー 画面美品本体のみ,"42,800 yen",Damaged/dirty,iPhone 12 Pro 256GB シルバー SIMフリー 画面美品本体のみ iPhone 12 Pro 256GB シルバー SIMフリー 画面美品 本体のみ バッテリー87％ バッテリー最大容量：87％ 大切に使っていたので、全体的にきれいな状態です。 ⸻ 【状態】 ・カバー＆ガラスフィルムを常に装着して使用 → 画面は傷なくとてもきれいです ・ガラスフィルムは貼ったまま発送可（不要なら外します） ・側面に細かな擦れがあります（写真をご確認ください） ・バッテリー最大容量：87％ ⸻ 【動作】 ・Face ID／カメラ／スピーカー／タッチ操作 → 問題なく使用できていました ・発送前に 初期化＆アクティベーションロック解除 してお渡しします ⸻ 【その他】 ・付属品なし（本体のみ） ・中古品にご理解のある方にお譲りします。 画面はきれいなので、安心してお使いいただけると思います☺️ 購入したキャリア···SIMフリー バッテリー最大容量···85~89% 画面割れ···なし,mercari,iPhone 12 Pro 256GB シルバー SIMフリー 画面美品本体のみ iPhone 12 Pro 256GB シルバー SIMフリー 画面美品 本体のみ バッテリー87％ バッテリー最大容量：87％ 大切に使っていたので、全体的にきれいな状態です。 ⸻ 【状態】 ・カバー＆ガラスフィルムを常に装着して使用 → 画面は傷なくとてもきれいです ・ガラスフィルムは貼ったまま発送可（不要なら外します） ・側面に細かな擦れがあります（写真をご確認ください） ・バッテリー最大容量：87％ ⸻ 【動作】 ・Face ID／カメラ／スピーカー／タッチ操作 → 問題なく使用できていました ・発送前に 初期化＆アクティベーションロック解除 してお渡しします ⸻ 【その他】 ・付属品なし（本体のみ） ・中古品にご理解のある方にお譲りします。 画面はきれいなので、安心してお使いいただけると思います☺️ 購入したキャリア···SIMフリー バッテリー最大容量···85~89% 画面割れ···なし,iPhone 12 Pro 256GB シルバー SIMフリー 画面美品本体のみ iPhone 12 Pro 256GB シルバー SIMフリー 画面美品 本体のみ バッテリー87% バッテリー最大容量:87% 大切に使っていたので、全体的にきれいな状態です。 ⸻ 【状態】 ・カバー&ガラスフィルムを常に装着して使用 → 画面は傷なくとてもきれいです ・ガラスフィルムは貼ったまま発送可(不要なら外します) ・側面に細かな擦れがあります(写真をご確認ください) ・バッテリー最大容量:87% ⸻ 【動作】 ・Face ID/カメラ/スピーカー/タッチ操作 → 問題なく使用できていました ・発送前に 初期化&アクティベーションロック解除 してお渡しします ⸻ 【その他】 ・付属品なし(本体のみ) ・中古品にご理解のある方にお譲りします。 画面はきれいなので、安心してお使いいただけると思います☺️ 購入したキャリア···SIMフリー バッテリー最大容量···85~89% 画面割れ···なし,87.0,,False,256GB,,False,False,False,False,False,True,unlocked,,True,clean,excellent,working,False,False,,False,False
https://buyee.jp/mercari/item/m23680593551,iPhone 13 128GB ブルー 新品バッテリー,"49,000 yen",No obvious damages/dirt,iPhone 13 128GB ブルー 新品バッテリー ご覧いただきありがとうございます✨ iPhoneを中心に中古携帯販売を行なっています✨ 動作確認を隅々まで行い、バッテリーを新品交換し、より長く使っていただけるようメンテナンスをした携帯を取り扱っています✨ iPhone 13 128GB ブルー IMEI  352873831255520 ※本体のみ SIMフリー（SIMロック解除済み） ネットワーク利用制限なし アクティベーションロック解除済み 初期化発送 新品バッテリーに交換してますので、最大容量100%の状態です✨ PSE認証取得の高品質バッテリーですので、まだまだ安心してご使用いただけます✨ 動作確認済みで到着後、設定いただいたらすぐにご利用いただけます✨ 中古品なので使用感、角に若干傷等ございますが、使用に関しては問題ありません✨ 画面、背面割れはございません✨ 緩衝材で梱包し、メルカリ便で発送いたします✨ 発送は24時間以内を心掛けています✨ ※すべての動作確認、メンテナンスして発送させていただきますが、万が一初期不良の場合は、受取評価前にご連絡ください。 ※こちらで控えてます商品情報と照合した上での対応をさせていただきます。 ※色が思っていた色と違っていた、思ったより傷、汚れがあったなどは、申し訳ありませんが返品の対象にはなりませんので、よく商品画像をご覧になって納得いただいた上でのご購入をお願いいたします。 ※受取評価後の対応はお断りさせていただきます。 ※他、フリマサイトでも販売してますので、突然出品を取りやめる場合がありますので、ご了承ください。 その他、わからないことあればお気軽にコメントください✨ #iPhone13 #128GB #新品バッテリー #ブルー #MCSYPHONE 50/470-1 機能不良···なし,mercari,iPhone 13 128GB ブルー 新品バッテリー ご覧いただきありがとうございます✨ iPhoneを中心に中古携帯販売を行なっています✨ 動作確認を隅々まで行い、バッテリーを新品交換し、より長く使っていただけるようメンテナンスをした携帯を取り扱っています✨ iPhone 13 128GB ブルー IMEI  352873831255520 ※本体のみ SIMフリー（SIMロック解除済み） ネットワーク利用制限なし アクティベーションロック解除済み 初期化発送 新品バッテリーに交換してますので、最大容量100%の状態です✨ PSE認証取得の高品質バッテリーですので、まだまだ安心してご使用いただけます✨ 動作確認済みで到着後、設定いただいたらすぐにご利用いただけます✨ 中古品なので使用感、角に若干傷等ございますが、使用に関しては問題ありません✨ 画面、背面割れはございません✨ 緩衝材で梱包し、メルカリ便で発送いたします✨ 発送は24時間以内を心掛けています✨ ※すべての動作確認、メンテナンスして発送させていただきますが、万が一初期不良の場合は、受取評価前にご連絡ください。 ※こちらで控えてます商品情報と照合した上での対応をさせていただきます。 ※色が思っていた色と違っていた、思ったより傷、汚れがあったなどは、申し訳ありませんが返品の対象にはなりませんので、よく商品画像をご覧になって納得いただいた上でのご購入をお願いいたします。 ※受取評価後の対応はお断りさせていただきます。 ※他、フリマサイトでも販売してますので、突然出品を取りやめる場合がありますので、ご了承ください。 その他、わからないことあればお気軽にコメントください✨ #iPhone13 #128GB #新品バッテリー #ブルー #MCSYPHONE 50/470-1 機能不良···なし,iPhone 13 128GB ブルー 新品バッテリー ご覧いただきありがとうございます✨ iPhoneを中心に中古携帯販売を行なっています✨ 動作確認を隅々まで行い、バッテリーを新品交換し、より長く使っていただけるようメンテナンスをした携帯を取り扱っています✨ iPhone 13 128GB ブルー IMEI 352873831255520 ※本体のみ SIMフリー(SIMロック解除済み) ネットワーク利用制限なし アクティベーションロック解除済み 初期化発送 新品バッテリーに交換してますので、最大容量100%の状態です✨ PSE認証取得の高品質バッテリーですので、まだまだ安心してご使用いただけます✨ 動作確認済みで到着後、設定いただいたらすぐにご利用いただけます✨ 中古品なので使用感、角に若干傷等ございますが、使用に関しては問題ありません✨ 画面、背面割れはございません✨ 緩衝材で梱包し、メルカリ便で発送いたします✨ 発送は24時間以内を心掛けています✨ ※すべての動作確認、メンテナンスして発送させていただきますが、万が一初期不良の場合は、受取評価前にご連絡ください。 ※こちらで控えてます商品情報と照合した上での対応をさせていただきます。 ※色が思っていた色と違っていた、思ったより傷、汚れがあったなどは、申し訳ありませんが返品の対象にはなりませんので、よく商品画像をご覧になって納得いただいた上でのご購入をお願いいたします。 ※受取評価後の対応はお断りさせていただきます。 ※他、フリマサイトでも販売してますので、突然出品を取りやめる場合がありますので、ご了承ください。 その他、わからないことあればお気軽にコメントください✨ #iPhone13 #128GB #新品バッテリー #ブルー #MCSYPHONE 50/470-1 機能不良···なし,100.0,,True,128GB,,False,False,False,False,False,True,unlocked,none,True,clean,used,,False,,,True,False
https://buyee.jp/mercari/item/m41962268420,【10台限定特価品】iPhone SE 第1世代 ②,"4,000 yen",No obvious damages/dirt,【10台限定特価品】iPhone SE 第1世代 ② iPhone SE 第1世代 ★ストレージ容量 : 16GB ★バッテリー最大容量 : 80% (2025年11月 確認) ★動作確認、初期化済み ★キャリア : docomo ★利用制限 : ○ ★SIMロックあり お客様にてSIMロック解除していただくか、Wi-Fi環境下でご使用ください。 中古商品につき傷や汚れ、使用感等がある場合がございます。 状態については写真をご確認下さい。 外観を理由とした対応は承りかねます。 こちらの商品はそれなりに年式が経過した商品であり、iOSバージョンが古い為、お客様の想定の動作をしない可能性がございます。 お客様都合での返品、返金、交換は一切お受けいたしかねますので予めよくお調べの上ご購入をお願いいたします。 ご不明点などございましたらコメントください。 ご検討よろしくお願いします。 #値引き #値下げ #美品 シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···スペースグレイ 容量···16GB 機能不良···なし,mercari,【10台限定特価品】iPhone SE 第1世代 ② iPhone SE 第1世代 ★ストレージ容量 : 16GB ★バッテリー最大容量 : 80% (2025年11月 確認) ★動作確認、初期化済み ★キャリア : docomo ★利用制限 : ○ ★SIMロックあり お客様にてSIMロック解除していただくか、Wi-Fi環境下でご使用ください。 中古商品につき傷や汚れ、使用感等がある場合がございます。 状態については写真をご確認下さい。 外観を理由とした対応は承りかねます。 こちらの商品はそれなりに年式が経過した商品であり、iOSバージョンが古い為、お客様の想定の動作をしない可能性がございます。 お客様都合での返品、返金、交換は一切お受けいたしかねますので予めよくお調べの上ご購入をお願いいたします。 ご不明点などございましたらコメントください。 ご検討よろしくお願いします。 #値引き #値下げ #美品 シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···スペースグレイ 容量···16GB 機能不良···なし,【10台限定特価品】iPhone SE 第1世代 2 iPhone SE 第1世代 ★ストレージ容量 : 16GB ★バッテリー最大容量 : 80% (2025年11月 確認) ★動作確認、初期化済み ★キャリア : docomo ★利用制限 : ○ ★SIMロックあり お客様にてSIMロック解除していただくか、Wi-Fi環境下でご使用ください。 中古商品につき傷や汚れ、使用感等がある場合がございます。 状態については写真をご確認下さい。 外観を理由とした対応は承りかねます。 こちらの商品はそれなりに年式が経過した商品であり、iOSバージョンが古い為、お客様の想定の動作をしない可能性がございます。 お客様都合での返品、返金、交換は一切お受けいたしかねますので予めよくお調べの上ご購入をお願いいたします。 ご不明点などございましたらコメントください。 ご検討よろしくお願いします。 #値引き #値下げ #美品 シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···スペースグレイ 容量···16GB 機能不良···なし,80.0,,True,,,False,False,False,False,False,True,unlocked,none,True,,excellent,,False,,,True,False
https://buyee.jp/mercari/item/m92191434245,iPhone12 Pro 本体,"34,000 yen",A little damaged/dirty,iPhone12 Pro 本体 ケースとガラスフィルム使用していたので綺麗かと思います。 中古になるので神経質な方はご遠慮ください。 箱なし。 SIMフリー。 残量71% 機種名···iPhone 12 pro スマートフォン カラー···ブラック 容量···128GB 機能不良···なし,mercari,iPhone12 Pro 本体 ケースとガラスフィルム使用していたので綺麗かと思います。 中古になるので神経質な方はご遠慮ください。 箱なし。 SIMフリー。 残量71% 機種名···iPhone 12 pro スマートフォン カラー···ブラック 容量···128GB 機能不良···なし,iPhone12 Pro 本体 ケースとガラスフィルム使用していたので綺麗かと思います。 中古になるので神経質な方はご遠慮ください。 箱なし。 SIMフリー。 残量71% 機種名···iPhone 12 pro スマートフォン カラー···ブラック 容量···128GB 機能不良···なし,,,False,128GB,,False,False,False,False,False,True,unlocked,,False,,excellent,,False,,,False,False
https://buyee.jp/mercari/item/m29739230044,Apple iPhone 14 128GB,"53,000 yen",A little damaged/dirty,Apple iPhone 14 128GB iPhone 14 128GB ミッドナイト 箱、充電ケーブル、SIMピン付き（未使用品） Apple Store公式から購入 バッテリー最大容量···83% IMEI (製造番号)··· 358851437847761 画面割れ···なし 機能不良···なし 本体上部に少しへこみがあります。（写真3枚目） その他に目立つ傷はないため、それなりに状態はいいかと思います。 中古品ですので神経質な方は購入をお控え下さい すり替え防止の為、購入後の返品はお断りいたします 機能不良···なし,mercari,Apple iPhone 14 128GB iPhone 14 128GB ミッドナイト 箱、充電ケーブル、SIMピン付き（未使用品） Apple Store公式から購入 バッテリー最大容量···83% IMEI (製造番号)··· 358851437847761 画面割れ···なし 機能不良···なし 本体上部に少しへこみがあります。（写真3枚目） その他に目立つ傷はないため、それなりに状態はいいかと思います。 中古品ですので神経質な方は購入をお控え下さい すり替え防止の為、購入後の返品はお断りいたします 機能不良···なし,Apple iPhone 14 128GB iPhone 14 128GB ミッドナイト 箱、充電ケーブル、SIMピン付き(未使用品) Apple Store公式から購入 バッテリー最大容量···83% IMEI (製造番号)··· 358851437847761 画面割れ···なし 機能不良···なし 本体上部に少しへこみがあります。(写真3枚目) その他に目立つ傷はないため、それなりに状態はいいかと思います。 中古品ですので神経質な方は購入をお控え下さい すり替え防止の為、購入後の返品はお断りいたします 機能不良···なし,83.0,,False,128GB,,True,False,True,False,False,False,,,True,clean,used,,False,,,False,False
https://buyee.jp/mercari/item/m30601829802,【国内正規品】 Redmagic 9s Pro Frost 12GB 256GB,"84,000 yen",No obvious damages/dirt,【国内正規品】 Redmagic 9s Pro Frost 12GB 256GB ご覧いただきありがとうございます♡ 購入から半年ほどしか使用していないのですが買い替えのため出品いたします！ 【高性能プロセッサ】 Snapdragon 8 Gen 3を搭載し、スムーズなパフォーマンスを実現。ゲームやアプリの動作が快適です。 【大画面AMOLEDディスプレイ】 6.8インチのAMOLED UDCフルスクリーンで、鮮やかな色彩と高い視認性を提供します。 【優れたバッテリー性能】 6500mAhの大容量バッテリーにより、長時間の使用が可能。80Wの急速充電にも対応しています。 【付属品】 充電器・ケーブル・ケース・取扱説明書 - ブランド: REDMAGIC - モデル名: 9S Pro - ストレージ容量: 256GB - RAM: 12GB - プロセッサ: Snapdragon 8 Gen 3 - 画面サイズ: 6.8インチ - カメラ: 50MP + 16MP - バッテリー容量: 6500mAh - バッテリー健康状態:良い - 充電速度: 80W - OS: REDMAGIC OS 9.5 - SIMフリー 残債無し！ ※当方素人ですので完璧・的確な状態をお求めの方は入札をお控え頂くようお願い致します ※安心データ消去サービス利用予定,mercari,【国内正規品】 Redmagic 9s Pro Frost 12GB 256GB ご覧いただきありがとうございます♡ 購入から半年ほどしか使用していないのですが買い替えのため出品いたします！ 【高性能プロセッサ】 Snapdragon 8 Gen 3を搭載し、スムーズなパフォーマンスを実現。ゲームやアプリの動作が快適です。 【大画面AMOLEDディスプレイ】 6.8インチのAMOLED UDCフルスクリーンで、鮮やかな色彩と高い視認性を提供します。 【優れたバッテリー性能】 6500mAhの大容量バッテリーにより、長時間の使用が可能。80Wの急速充電にも対応しています。 【付属品】 充電器・ケーブル・ケース・取扱説明書 - ブランド: REDMAGIC - モデル名: 9S Pro - ストレージ容量: 256GB - RAM: 12GB - プロセッサ: Snapdragon 8 Gen 3 - 画面サイズ: 6.8インチ - カメラ: 50MP + 16MP - バッテリー容量: 6500mAh - バッテリー健康状態:良い - 充電速度: 80W - OS: REDMAGIC OS 9.5 - SIMフリー 残債無し！ ※当方素人ですので完璧・的確な状態をお求めの方は入札をお控え頂くようお願い致します ※安心データ消去サービス利用予定,【国内正規品】 Redmagic 9s Pro Frost 12GB 256GB ご覧いただきありがとうございます♡ 購入から半年ほどしか使用していないのですが買い替えのため出品いたします! 【高性能プロセッサ】 Snapdragon 8 Gen 3を搭載し、スムーズなパフォーマンスを実現。ゲームやアプリの動作が快適です。 【大画面AMOLEDディスプレイ】 6.8インチのAMOLED UDCフルスクリーンで、鮮やかな色彩と高い視認性を提供します。 【優れたバッテリー性能】 6500mAhの大容量バッテリーにより、長時間の使用が可能。80Wの急速充電にも対応しています。 【付属品】 充電器・ケーブル・ケース・取扱説明書 - ブランド: REDMAGIC - モデル名: 9S Pro - ストレージ容量: 256GB - RAM: 12GB - プロセッサ: Snapdragon 8 Gen 3 - 画面サイズ: 6.8インチ - カメラ: 50MP + 16MP - バッテリー容量: 6500mAh - バッテリー健康状態:良い - 充電速度: 80W - OS: REDMAGIC OS 9.5 - SIMフリー 残債無し! ※当方素人ですので完璧・的確な状態をお求めの方は入札をお控え頂くようお願い致します ※安心データ消去サービス利用予定,,,False,256GB,12GB,False,False,True,False,False,True,unlocked,,False,,,,False,,,False,False
https://buyee.jp/mercari/item/m28239354925,iPhone11 ホワイト 256 GB本体のみSIMフリー・動作良好！,"21,500 yen",Close to unused,iPhone11 ホワイト 256 GB本体のみSIMフリー・動作良好！ iPhone 11 ホワイト（ 背面は比較的きれいな状態です。 画面や側面、カメラ周りには使用に伴う小キズやスレがあります。 【詳細】 ・カラー：ホワイト ・容量：256 ※容量の保証はできませんのでご了承ください。 ・初期化済 【付属品】本体のみ（箱・ケーブルなどなし） 状態を考慮してお安く出品しています。 サブ機や部品取り用にもおすすめです。 動作・状態をご理解のうえご購入をお願いいたします。 丁寧に梱包して、できるだけ早く発送いたします。 機能不良···なし 容量···256GB,mercari,iPhone11 ホワイト 256 GB本体のみSIMフリー・動作良好！ iPhone 11 ホワイト（ 背面は比較的きれいな状態です。 画面や側面、カメラ周りには使用に伴う小キズやスレがあります。 【詳細】 ・カラー：ホワイト ・容量：256 ※容量の保証はできませんのでご了承ください。 ・初期化済 【付属品】本体のみ（箱・ケーブルなどなし） 状態を考慮してお安く出品しています。 サブ機や部品取り用にもおすすめです。 動作・状態をご理解のうえご購入をお願いいたします。 丁寧に梱包して、できるだけ早く発送いたします。 機能不良···なし 容量···256GB,iPhone11 ホワイト 256 GB本体のみSIMフリー・動作良好! iPhone 11 ホワイト( 背面は比較的きれいな状態です。 画面や側面、カメラ周りには使用に伴う小キズやスレがあります。 【詳細】 ・カラー:ホワイト ・容量:256 ※容量の保証はできませんのでご了承ください。 ・初期化済 【付属品】本体のみ(箱・ケーブルなどなし) 状態を考慮してお安く出品しています。 サブ機や部品取り用にもおすすめです。 動作・状態をご理解のうえご購入をお願いいたします。 丁寧に梱包して、できるだけ早く発送いたします。 機能不良···なし 容量···256GB,,,False,256GB,,False,False,True,False,False,True,unlocked,,True,,good,,False,,,False,False
https://buyee.jp/mercari/item/m16807220831,Apple iPhoneSE 第1世代 64GB ゴールド,"4,799 yen",Damaged/dirty,Apple iPhoneSE 第1世代 64GB ゴールド ゴールドのiPhone SE、画面にひびあり。 - モデル: iPhone SE - 色: ゴールド - 状態: 画面にひびあり - 背面デザイン: Appleロゴ付き ご覧いただきありがとうございます。 SIMフリーiPhone シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···ゴールド 容量···64GB ご質問等ありましたらお気軽にコメントください。 機能不良···なし 管理番号345,mercari,Apple iPhoneSE 第1世代 64GB ゴールド ゴールドのiPhone SE、画面にひびあり。 - モデル: iPhone SE - 色: ゴールド - 状態: 画面にひびあり - 背面デザイン: Appleロゴ付き ご覧いただきありがとうございます。 SIMフリーiPhone シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···ゴールド 容量···64GB ご質問等ありましたらお気軽にコメントください。 機能不良···なし 管理番号345,Apple iPhoneSE 第1世代 64GB ゴールド ゴールドのiPhone SE、画面にひびあり。 - モデル: iPhone SE - 色: ゴールド - 状態: 画面にひびあり - 背面デザイン: Appleロゴ付き ご覧いただきありがとうございます。 SIMフリーiPhone シリーズ···iPhone 機種名···iPhone SE スマートフォン カラー···ゴールド 容量···64GB ご質問等ありましたらお気軽にコメントください。 機能不良···なし 管理番号345,,,False,64GB,,False,False,False,False,False,True,unlocked,,False,clean,,,False,,,False,False
https://buyee.jp/mercari/item/m28667128693,Apple iPhone 12 mini グリーン、SIMフリー、残債無し,"13,999 yen",In bad condition overall,Apple iPhone 12 mini グリーン、SIMフリー、残債無し 「アップル iPhone12 mini 64GB グリーン カメラカバー付近に割れ、その他、凹み、傷等あります。ライトニング充電不可ですが、マグネット充電可能ですので、充電器とケースお付けします。非純正電池交換済み。アクティベーションロック解除後、フィルムは付けたまま発送。 アップル 型番：MGAV3J/A カラー：グリーン 代表カラー：グリーン CPUコア数：6.0 コア OS種類：iOS SIMフリー：有 SIM種類：nano-SIM ストレージ容量合計：64 GB バッテリー容量：2227.0 mAh メモリ容量（RAM）：4.0 GB 画面サイズ：5.4 in 5G対応可否：可 e-SIM対応の有無：有 機種・対応機種（スマートフォン）：iPhone 12 mini SIMロック解除可：可能 SIMロック解除済：SIMロック解除済 おサイフケータイ：有 シリーズ名：iPhone（アップル） 顔認証：有 指紋認証：無 有効画素数（サブ）：1200 万画素 #アップル #MGAV3J/A #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体 ご覧いただきありがとうございます。 シリーズ···iPhone 機種名···iPhone 12 mini スマートフォン カラー···グリーン 容量···64GB 機能不良···あり,mercari,Apple iPhone 12 mini グリーン、SIMフリー、残債無し 「アップル iPhone12 mini 64GB グリーン カメラカバー付近に割れ、その他、凹み、傷等あります。ライトニング充電不可ですが、マグネット充電可能ですので、充電器とケースお付けします。非純正電池交換済み。アクティベーションロック解除後、フィルムは付けたまま発送。 アップル 型番：MGAV3J/A カラー：グリーン 代表カラー：グリーン CPUコア数：6.0 コア OS種類：iOS SIMフリー：有 SIM種類：nano-SIM ストレージ容量合計：64 GB バッテリー容量：2227.0 mAh メモリ容量（RAM）：4.0 GB 画面サイズ：5.4 in 5G対応可否：可 e-SIM対応の有無：有 機種・対応機種（スマートフォン）：iPhone 12 mini SIMロック解除可：可能 SIMロック解除済：SIMロック解除済 おサイフケータイ：有 シリーズ名：iPhone（アップル） 顔認証：有 指紋認証：無 有効画素数（サブ）：1200 万画素 #アップル #MGAV3J/A #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体 ご覧いただきありがとうございます。 シリーズ···iPhone 機種名···iPhone 12 mini スマートフォン カラー···グリーン 容量···64GB 機能不良···あり,Apple iPhone 12 mini グリーン、SIMフリー、残債無し 「アップル iPhone12 mini 64GB グリーン カメラカバー付近に割れ、その他、凹み、傷等あります。ライトニング充電不可ですが、マグネット充電可能ですので、充電器とケースお付けします。非純正電池交換済み。アクティベーションロック解除後、フィルムは付けたまま発送。 アップル 型番:MGAV3J/A カラー:グリーン 代表カラー:グリーン CPUコア数:6.0 コア OS種類:iOS SIMフリー:有 SIM種類:nano-SIM ストレージ容量合計:64 GB バッテリー容量:2227.0 mAh メモリ容量(RAM):4.0 GB 画面サイズ:5.4 in 5G対応可否:可 e-SIM対応の有無:有 機種・対応機種(スマートフォン):iPhone 12 mini SIMロック解除可:可能 SIMロック解除済:SIMロック解除済 おサイフケータイ:有 シリーズ名:iPhone(アップル) 顔認証:有 指紋認証:無 有効画素数(サブ):1200 万画素 #アップル #MGAV3J/A #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体 ご覧いただきありがとうございます。 シリーズ···iPhone 機種名···iPhone 12 mini スマートフォン カラー···グリーン 容量···64GB 機能不良···あり,,,False,64GB,,False,True,False,False,False,True,unlocked,,True,,,scratched,True,True,True,False,False
